,ID,Label,snr,amplitude,peak_frequency,central_freq,duration,bandwidth,chisq,chisq_dof,GPStime,channel,Air_Compressor,Blip,Chirp,Extremely_Loud,Helix,Koi_Fish,Light_Modulation,Low_Frequency_Burst,Low_Frequency_Lines,None_of_the_Above,No_Glitch,Paired_Doves,Power_Line,Repeating_Blips,Scattered_Light,Scratchy,Tomte,Violin_Mode,Wandering_Line,Whistle
9560,jqbLWdXeTU,No_Glitch,8.03215,5.82815e-23,85.02562,97.14981,0.59375,30.23682,0.0,0.0,1127526594.91,H1:GDS-CALIB_STRAIN,7.54437787691e-05,1.88162812265e-05,2.75340653388e-06,3.14642988997e-06,7.98502333055e-06,6.94808534263e-07,1.61647687946e-06,8.29958662507e-06,0.0186612829566,0.000257271836745,0.958604633808,8.1976850197e-06,0.0203834585845,2.52041309068e-06,2.09718091355e-05,0.000912239251193,3.28301825903e-06,0.000205177420867,1.79837716132e-05,0.000804252573289
9561,uBUQGdA7CL,No_Glitch,7.85532,1.50889e-20,1996.20047,2373.51291,0.06348,1372.42715,0.0,0.0,1129797089.52,H1:GDS-CALIB_STRAIN,3.56614473276e-05,2.46538565989e-05,8.36851540953e-06,1.11580484372e-05,4.48172613687e-05,4.57502392237e-06,1.75468594534e-05,0.000435920752352,0.0257228575647,0.000286237918772,0.95839124918,5.59148284083e-05,0.000475409295177,1.14015183499e-05,3.0829138268e-05,0.000257040985161,2.06059048651e-05,0.00277674430981,0.000723974430002,0.0106650367379
9562,NlWPrHigeB,No_Glitch,10.57689,5.71031e-21,37.31311,68.95813,2.71875,106.33114,0.0,0.0,1133747505.16,H1:GDS-CALIB_STRAIN,3.82679354516e-06,4.7279539217e-07,8.89162720341e-07,9.97448387352e-06,4.46991043646e-06,9.99847884486e-07,1.42677045005e-05,0.00100260425825,0.0371214859188,0.000384704151656,0.958117425442,3.03408560285e-05,3.96268978875e-06,1.50188884618e-06,2.91632968583e-05,2.71521948889e-05,1.01461700979e-05,0.00186035479419,0.00023293767299,0.00114332837984
9563,iXsx0OwRI0,No_Glitch,9.14159,9.33367e-23,50.28905,2075.08135,4.25,4065.91267,0.0,0.0,1135422297.94,H1:GDS-CALIB_STRAIN,0.000248222990194,2.93157398801e-07,1.31330421027e-06,4.83451276523e-06,0.000424730766099,3.73355135252e-07,1.55468535468e-06,2.35683783103e-05,0.0357944481075,0.000673423171975,0.958064377308,5.30114557478e-05,2.10975231312e-05,3.75569243261e-07,0.00313230021857,0.000174684173544,6.65206607664e-06,0.000475817418192,4.2753094931e-06,0.000894648605026
9564,oe2cXGr3kc,No_Glitch,7.65004,1.80467e-22,34.12836,34.20601,1.75,4.25181,0.0,0.0,1136999469.62,H1:GDS-CALIB_STRAIN,0.000381227902835,9.97534334601e-06,2.72184697678e-05,3.01528489217e-05,0.000335102289682,3.9736241888e-06,1.06588659037e-05,1.58592320076e-05,0.00635501695797,0.00115197955165,0.95756226778,0.000313279539114,0.000973389076535,1.06902607513e-05,0.00101178034674,0.000149558618432,4.07656480093e-05,0.0229160450399,0.000572841265239,0.00812819041312
9565,tWHUbKSoF0,No_Glitch,8.17272,5.73677e-23,91.23678,366.29705,1.28125,688.24882,0.0,0.0,1134477970.53,H1:GDS-CALIB_STRAIN,1.00887164081e-05,2.31063086176e-06,1.78710223508e-07,9.00746556454e-07,8.56780934555e-06,6.24174987252e-08,1.68513849985e-06,1.12017496576e-05,0.042648807168,6.90015440341e-05,0.956462681293,2.69376550932e-06,2.01935345103e-05,5.98248135475e-08,0.000381921185181,5.64514994039e-06,2.58597310676e-06,0.000267084309598,8.15858311398e-06,9.61916302913e-05
9566,HHZiJTGNJU,No_Glitch,7.66263,4.38576e-23,107.14624,83.89794,0.6875,62.05068,0.0,0.0,1133363099.28,H1:GDS-CALIB_STRAIN,2.38231932599e-05,5.34582795808e-05,8.27163876238e-06,6.24539825367e-06,4.22749471909e-05,7.16269596523e-07,6.42437589704e-06,8.35288010421e-05,0.0371317230165,0.000949351640884,0.955908834934,1.74126253114e-05,0.000949235807639,3.42725184055e-06,0.000135286012664,0.00359819713049,1.2642342881e-05,0.000209091129364,5.63821049582e-05,0.000803695176728
9567,BJFXIGqNQV,No_Glitch,8.2496,1.30575e-21,41.25313,191.41884,0.89062,309.02619,0.0,0.0,1127743155.55,H1:GDS-CALIB_STRAIN,4.678904304e-07,1.63338697234e-07,1.23370318761e-06,2.69474458037e-05,5.41703639101e-06,2.00254407901e-06,6.96586857885e-06,9.03606050997e-05,0.000604812579695,0.000477265333757,0.955884933472,3.50777481799e-05,7.59995884891e-07,3.40479709848e-05,2.73187220046e-06,9.78023490461e-06,6.70524877933e-06,0.00408379919827,0.0368854142725,0.00184113916475
9568,MC5yam0Oke,No_Glitch,8.32575,8.96093e-20,10.41572,1997.25025,2.0,3979.27653,0.0,0.0,1133221020.94,H1:GDS-CALIB_STRAIN,3.81447875952e-06,3.45114608535e-06,2.8169822599e-06,7.66954963183e-06,9.64076098171e-05,1.37725567129e-06,2.46034887823e-05,0.00140664284118,0.0286639574915,0.000678910000715,0.955412209034,1.6830766981e-05,5.88534021517e-06,4.10549591834e-06,1.78977115866e-05,0.000260850734776,1.27410139612e-05,0.00142163818236,0.000351688882802,0.0116064865142
9569,n93QQIW5NL,No_Glitch,7.99289,1.44432e-21,37.86907,34.39,1.3125,13.64788,0.0,0.0,1134344659.94,H1:GDS-CALIB_STRAIN,6.43549924462e-07,4.37005212461e-07,3.18289096413e-07,7.76844103711e-07,1.43400040997e-06,1.41765951867e-07,1.18732009469e-06,0.000170416387846,0.0375109575689,0.000105238999822,0.955248594284,2.699377319e-06,1.55625878051e-06,1.28564479951e-07,9.34231866268e-06,2.09459558391e-05,1.38949258144e-06,0.000110349072202,0.000218865927309,0.00659455312416
9570,noQ892RxFq,No_Glitch,8.03292,1.52986e-19,10.73747,3654.76423,2.5166,7294.30447,0.0,0.0,1132501684.62,H1:GDS-CALIB_STRAIN,4.7017907491e-05,3.30909206241e-05,6.98588928572e-06,5.65388336327e-06,3.23695931002e-05,2.59564330918e-06,5.24921233591e-06,0.000259873952018,0.0134824309498,0.00070478557609,0.955126285553,5.09196615894e-05,0.000289534858894,1.07130090328e-05,9.11128245207e-06,0.000888393027708,1.82324820344e-05,0.00124065810814,0.000691657885909,0.0270944591612
9571,uM2YfcUlpX,No_Glitch,7.52932,5.3812e-23,90.09474,126.21378,0.375,78.7324,0.0,0.0,1129077960.53,H1:GDS-CALIB_STRAIN,1.63625736604e-06,1.84747968888e-05,7.84613712312e-06,3.02010698761e-06,4.09009771829e-05,4.12320645182e-07,1.53134203629e-06,2.7715352644e-06,0.00644005089998,0.000358480931027,0.955074369907,1.49976244757e-06,0.0014954849612,9.83156132861e-06,7.1026720434e-06,0.0134113235399,1.49219965806e-06,0.000803625676781,0.000323450600263,0.0219966713339
9572,7EZbXvyvfF,No_Glitch,7.76252,4.74502e-22,58.50246,66.50772,1.5,28.09918,0.0,0.0,1135383944.19,H1:GDS-CALIB_STRAIN,0.000207357967156,8.85387726157e-06,5.51270704818e-06,7.59445811127e-06,8.0172358139e-05,2.0594079615e-06,7.66302036936e-06,0.000203819872695,0.0345286801457,0.00116645649541,0.954953968525,9.21134924283e-05,0.000291786185699,2.78035849988e-06,9.14279517019e-05,0.000335886288667,2.34349136008e-05,0.000852637982462,0.000133685796754,0.00700408453122
9573,gARhsoc0Vu,No_Glitch,9.14158,8.0344e-23,96.56232,3527.79876,2.27344,6873.89806,0.0,0.0,1134477248.84,H1:GDS-CALIB_STRAIN,2.24917566811e-05,1.18328341614e-06,6.96599670391e-07,1.3542897932e-06,0.000162115102285,2.00559099994e-07,4.69317092211e-06,0.000119063006423,0.0425357781351,0.00066120037809,0.954837858677,3.40351562045e-06,2.41749899033e-06,1.15876275686e-07,0.000523831520695,0.000218284578295,5.93365757595e-06,2.93922712444e-05,3.40812766808e-06,0.000866561662406
9574,X2K2jqRSDi,No_Glitch,8.42067,5.74177e-23,138.23472,3062.18499,2.75,5963.25536,0.0,0.0,1130084441.77,H1:GDS-CALIB_STRAIN,1.86246813882e-06,1.49475436046e-05,9.86877239484e-06,3.53229120265e-06,0.000507182558067,7.20222885775e-07,3.08563880935e-06,1.95185457414e-05,0.00315943360329,0.000974501133896,0.954750359058,7.13170356903e-06,3.28454079863e-05,2.86284157482e-05,9.66639890976e-06,0.0376441515982,1.11263707367e-05,0.000211804639548,2.86498016067e-05,0.00258097820915
9575,doN7CgUdwf,No_Glitch,8.55152,6.7453e-20,11.32683,3026.44516,2.75,6034.73503,0.0,0.0,1135193070.12,H1:GDS-CALIB_STRAIN,4.01324132326e-06,7.23386528989e-06,3.91458888771e-06,3.04680725094e-06,5.96613026573e-05,5.31443583895e-06,2.17291308218e-05,0.0122743612155,0.0223483219743,0.000251026824117,0.954666912556,1.43262504935e-05,1.46058291648e-05,3.4132874589e-06,9.52092341322e-06,8.49440039019e-05,7.45466559238e-06,6.91924797138e-05,3.64560328308e-05,0.010114540346
9576,tB3QJYoHHK,No_Glitch,8.23671,6.14777e-23,85.02562,105.43767,0.50781,58.77786,0.0,0.0,1127611739.03,H1:GDS-CALIB_STRAIN,0.000204489871976,9.74315553322e-05,1.39415988087e-05,2.92350105155e-05,3.87160289392e-05,4.64683398604e-06,1.42628259709e-05,6.89915395924e-05,0.02387384139,0.00164258328732,0.954617261887,9.39662131714e-05,0.00371183827519,3.59619079973e-05,0.000108041975182,0.00188591703773,3.91584690078e-05,0.00552898272872,0.000680803263094,0.00730994250625
9577,7jaWqOl9kA,No_Glitch,7.68226,2.85098e-22,2025.31024,2034.1563,0.01367,343.61774,0.0,0.0,1129751315.46,H1:GDS-CALIB_STRAIN,9.2248137662e-06,1.91497092601e-05,9.8559221442e-06,1.07167597889e-05,0.000263710709987,2.10176358451e-06,3.17095582432e-05,0.00025193853071,0.022419758141,0.000679291784763,0.954254031181,3.12449628836e-05,2.92097611236e-05,2.34099679801e-05,4.19787465944e-05,0.00167462648824,2.24740160775e-05,0.010640244931,0.000490576087032,0.00909474585205
9578,cNOs3el5I4,No_Glitch,8.10595,5.76852e-23,85.02562,144.99778,0.6875,171.45235,0.0,0.0,1126764781.47,H1:GDS-CALIB_STRAIN,5.17679400218e-05,5.84611625527e-05,6.61385865897e-06,9.8886066553e-06,1.12475163405e-05,1.7400593606e-06,3.58796228284e-06,1.8767783331e-05,0.0182976312935,0.000501354399603,0.954236328602,2.37707427004e-05,0.0164656862617,2.07335651794e-05,1.67169273482e-05,0.0022635331843,9.170688827e-06,0.00210497109219,0.000309428869514,0.00558858411387
9579,oYsjWa93uK,No_Glitch,8.05894,1.28676e-19,10.41572,724.38954,1.5,1430.54188,0.0,0.0,1132715695.06,H1:GDS-CALIB_STRAIN,0.00231271260418,7.18009177945e-05,3.95806955567e-06,1.19013384392e-06,3.10253199132e-06,3.66167199672e-07,2.66404390459e-06,4.12672052335e-05,0.0408659949899,0.000478770554764,0.953585684299,1.66693716892e-05,0.00112032156903,1.31162977368e-07,0.000189626487554,1.54677286446e-06,7.94864172349e-06,0.000515302177519,1.75994991878e-05,0.000763345859013
9580,vCBA3h5u72,No_Glitch,7.51063,1.84871e-21,1717.69513,1900.29292,0.10303,1182.19855,0.0,0.0,1136708719.34,H1:GDS-CALIB_STRAIN,2.71839166999e-06,2.60440117472e-07,1.64497691912e-07,9.03323382317e-07,1.0866777302e-05,8.56247908132e-08,2.42408145823e-06,0.000196594948648,0.04174836725,5.56978557142e-05,0.953476727009,4.02321620641e-06,4.77138314636e-07,3.73458171055e-08,8.24417948024e-05,1.64466712249e-06,1.47921321059e-06,0.000331984541845,3.78870208806e-05,0.00404519820586
9581,zsJ7iFzjQA,No_Glitch,7.83171,1.34937e-22,42.41898,115.58764,1.25,148.76842,0.0,0.0,1130665065.56,H1:GDS-CALIB_STRAIN,0.000236536725424,2.56363146036e-05,6.04081014899e-06,9.06218338059e-06,1.95318189071e-05,1.81610982963e-06,1.90407026821e-05,0.000137216266012,0.0219505336136,0.000614366610534,0.953428149223,6.14502496319e-05,5.58595456823e-05,1.4954279095e-06,0.000935637333896,2.08742421819e-05,2.89703202725e-05,0.00741802575067,0.000450453633675,0.0145793063566
9582,HigX4vQF4h,No_Glitch,7.59661,1.88956e-20,12.38186,11.09261,1.5,3.72742,0.0,0.0,1131374058.62,H1:GDS-CALIB_STRAIN,3.12825977744e-05,2.51185747402e-06,5.03813544128e-06,8.47112005431e-06,0.000121188277262,2.05036280931e-06,1.32157410917e-05,0.000927455083001,0.0235046055168,0.000225558862439,0.952942013741,7.79172405601e-05,1.5650944988e-05,5.00297255712e-06,3.30431830662e-05,0.00015064960462,8.25560618978e-06,0.00351094570942,0.000574220903218,0.0178408976644
9583,vMYljqQpwi,No_Glitch,7.65708,2.84163e-22,2025.31024,2089.61688,0.01367,672.42551,0.0,0.0,1129751554.01,H1:GDS-CALIB_STRAIN,9.88584997685e-06,3.89952310798e-06,4.47527668257e-07,8.53564927183e-07,1.82168366791e-06,2.72155432413e-07,1.7633662992e-06,0.000144956808072,0.0296210180968,5.76670354349e-05,0.95261490345,3.06447714138e-06,1.66013924172e-05,1.07712317288e-07,1.4605184333e-05,3.32412764692e-06,1.88995124972e-06,0.000269990530796,0.000164338591276,0.0170686151832
9584,cGBAgHRx6o,No_Glitch,34.13124,3.5232e-22,51.47867,3758.00139,7.0,7508.00278,0.0,0.0,1133468422.66,H1:GDS-CALIB_STRAIN,1.75593959284e-06,6.34971343061e-07,1.46445995597e-06,1.90624086827e-05,2.66097254098e-06,2.07621496884e-06,6.88805130267e-06,5.39614738955e-05,0.000246044131927,0.000174112370587,0.952469944954,4.54571963928e-05,1.23114841699e-06,3.58874858648e-05,1.71813326233e-06,1.45189574141e-06,1.05428143797e-05,0.014499780722,0.0316337794065,0.000791535014287
9585,0Xt2p0OH1d,No_Glitch,8.86301,8.00431e-23,96.56232,1048.58299,1.28125,2001.68457,0.0,0.0,1134466308.34,H1:GDS-CALIB_STRAIN,0.000206333832466,0.000322030624375,2.28426997637e-05,6.94257032592e-05,4.14957357862e-05,2.04401239898e-05,2.04031421163e-05,0.000341589591699,0.0172225087881,0.0111098038033,0.951761126518,0.000290074385703,0.00211109803058,0.000136233400553,4.60522096546e-05,0.00296529522166,0.000171940264408,0.00761724403128,0.0014821839286,0.0040418766439
9586,W49vYz2M0U,No_Glitch,7.54207,1.06455e-22,44.32172,44.40021,0.5,3.93257,0.0,0.0,1128742070.31,H1:GDS-CALIB_STRAIN,0.00526790227741,3.01602194668e-05,3.38429276781e-06,6.24623498879e-06,0.000128238214529,8.11915754184e-07,7.62273111832e-06,0.000154905064846,0.0312499478459,0.00198777089827,0.951374650002,8.16404499346e-05,1.37889574034e-05,1.59493907859e-07,0.00771985249594,4.64241429654e-06,7.53645654186e-05,0.00128311500885,1.89829570445e-05,0.00059078814229
9587,wqBdDMkyNi,No_Glitch,9.55179,6.24757e-23,108.75161,1019.15854,0.65625,1859.52795,0.0,0.0,1128296631.67,H1:GDS-CALIB_STRAIN,4.99985389979e-06,4.29724204878e-05,5.49133346794e-06,7.55001565267e-06,0.000123682519188,1.15143689072e-06,3.26118206431e-05,0.000371047382941,0.0422831475735,0.000310997711495,0.951362252235,1.42533554026e-05,2.22293638217e-05,7.41863641451e-06,6.11486830167e-05,0.00111332314555,1.79210019269e-05,0.0014264996862,6.0556052631e-05,0.00273076933809
9588,a0JACxbhKr,No_Glitch,7.80434,7.54575e-23,72.50841,72.2151,0.3125,6.17631,0.0,0.0,1127444481.84,H1:GDS-CALIB_STRAIN,0.000135070265969,0.000128661689814,2.45418414124e-05,2.28810531553e-05,5.60880216653e-05,5.47537183593e-06,1.9887178496e-05,9.0353336418e-05,0.0195353720337,0.00115328794345,0.951288461685,0.000106886473077,0.00795371923596,2.94755791401e-05,4.62880452687e-05,0.000879469502252,4.13262350776e-05,0.00641471520066,0.00126267457381,0.0108053646982
9589,k5sr51YKq1,No_Glitch,9.63316,6.06371e-23,135.717,177.88603,0.3125,115.05923,0.0,0.0,1134469485.22,H1:GDS-CALIB_STRAIN,3.17990657095e-06,6.9227730819e-06,6.39580548523e-06,1.97358099285e-06,0.000356882519554,4.33181554627e-07,2.8714639484e-06,4.47000229542e-06,0.00263851042837,0.000427378137829,0.951003611088,3.75126478502e-06,4.75040105812e-05,7.93821709522e-06,1.93604082597e-05,0.0426660999656,3.54226312993e-06,0.000182744144695,1.12785437523e-05,0.00260515324771
9590,7kcyi0conY,No_Glitch,7.54002,6.68902e-23,74.80623,67.92085,1.25,15.90778,0.0,0.0,1134294991.22,H1:GDS-CALIB_STRAIN,5.16447971677e-06,1.22039148209e-06,2.34423214351e-06,2.55553277384e-06,1.29842737806e-06,3.40089059137e-07,1.37192148486e-06,6.24956612683e-07,0.00680738221854,9.89448089967e-05,0.950540840626,7.17551256457e-06,0.0410672016442,2.15138561543e-06,7.93454364612e-06,0.000197262270376,8.77793638665e-07,0.000627828529105,9.58895325311e-05,0.000531595491339
9591,IWA04KuX7s,No_Glitch,8.2365,8.9098e-21,1996.20047,2461.03696,0.01953,1197.37906,0.0,0.0,1129791006.62,H1:GDS-CALIB_STRAIN,5.38153835805e-06,2.30884015764e-05,4.00260796596e-06,6.44181045573e-06,7.38366725272e-05,9.4782120641e-07,1.96126311494e-05,8.3475439169e-05,0.0368430875242,0.000106663006591,0.95029681921,2.39389100898e-05,6.89520456945e-05,6.62811635266e-06,7.08479274181e-05,0.000127263469039,1.0954931895e-05,0.00574586726725,0.00038266586489,0.00609949883074
9592,BsZDbMitDk,No_Glitch,7.87941,4.21053e-23,149.17539,3686.86773,0.84766,7230.09748,0.0,0.0,1133379474.98,H1:GDS-CALIB_STRAIN,1.76812900463e-05,8.47341198096e-06,1.12393827294e-05,3.99990449296e-06,6.29132555332e-05,1.21576374568e-06,1.48482365603e-06,2.93261996376e-06,0.00172758474946,0.000659597921185,0.949477434158,5.27674274053e-06,0.00925490260124,1.41775662996e-05,1.89241909538e-05,0.0378981567919,3.66937410945e-06,0.000135036374559,7.91558977653e-06,0.000687409890816
9593,tvRZ62SyQi,No_Glitch,10.821,1.92681e-21,37.86907,1858.22055,2.5,3667.39575,0.0,0.0,1132353932.69,H1:GDS-CALIB_STRAIN,5.36676525371e-05,2.48107471634e-06,1.48599588101e-06,1.5556366634e-05,4.28742350778e-06,4.43368065817e-07,1.07973373815e-05,2.31346939472e-06,0.00691408989951,0.000206354976399,0.949126601219,2.43781651079e-05,0.00733606191352,2.18263053853e-07,0.0224078111351,2.6483909096e-05,3.1487797969e-06,0.0137571692467,5.82454085816e-05,4.83985240862e-05
9594,Hy04F8Ok8P,No_Glitch,7.69155,5.59264e-23,90.37819,1549.85581,0.60156,2928.97998,0.0,0.0,1134475646.66,H1:GDS-CALIB_STRAIN,7.32684638933e-05,0.000316013814881,3.49153669958e-05,2.26484080486e-05,0.000114152411697,9.68066979112e-06,1.01436871773e-05,6.13768061157e-05,0.00496995029971,0.00360655155964,0.948464751244,0.000122575394926,0.00465478748083,0.000183933239896,1.13725636766e-05,0.0276597496122,0.000113223140943,0.0018895205576,0.00067356514046,0.00700780423358
9595,ymmYhkB9lK,No_Glitch,7.50853,4.89171e-23,96.85822,99.64984,0.4375,10.08533,0.0,0.0,1127194074.61,H1:GDS-CALIB_STRAIN,1.49503821376e-05,5.0448012189e-05,3.9404430936e-06,7.62335639592e-06,1.29723175633e-05,1.97788472178e-06,9.38479661272e-06,0.000112258290756,0.0386179871857,0.000498141744174,0.948387980461,1.67063881236e-05,0.000473249499919,9.4784572866e-06,2.81224183709e-05,0.000249499251368,1.41243835969e-05,0.00253057968803,0.000565652211662,0.00839490629733
9596,SdRlSyA6OW,No_Glitch,7.88014,3.72903e-21,18.74216,2058.55767,5.75,4098.96004,0.0,0.0,1131775400.53,H1:GDS-CALIB_STRAIN,0.000112589455966,1.05573863038e-05,6.23241749054e-06,2.80840595224e-05,0.0122924065217,1.03018537629e-05,7.41091498639e-05,0.000288567825919,0.0126143833622,0.00510567892343,0.948143661022,0.000143098106491,2.96250200336e-05,5.09762649017e-05,0.000593607022893,0.000621744547971,0.000151915417518,0.017070133239,0.000135334310471,0.00251701264642
9597,nny4yTmtyq,No_Glitch,7.865,8.4046e-20,10.73747,2373.62782,5.5,4734.97044,0.0,0.0,1135106438.88,H1:GDS-CALIB_STRAIN,2.79149571725e-06,2.33881701206e-06,1.27179282572e-06,3.19024206874e-06,0.000295234087389,2.55162399299e-06,2.38620086748e-05,0.0125817786902,0.0308780428022,0.000223544469918,0.947977900505,1.84507753147e-05,9.18235173231e-07,1.49339939526e-06,8.78028877196e-05,3.98415504606e-05,1.77567872015e-05,0.000131456123199,1.18332627608e-05,0.00769791472703
9598,3kSvRAZdl7,No_Glitch,7.60077,6.21398e-21,17.11418,2562.83741,2.0,5092.45081,0.0,0.0,1132993116.75,H1:GDS-CALIB_STRAIN,7.17080820323e-06,2.19142839342e-06,1.99954138225e-06,1.44072669173e-06,2.04885272979e-05,3.71970685364e-07,2.50767834586e-06,6.01596038905e-05,0.0331681929529,0.00011709942919,0.947952091694,5.15684814673e-06,9.21898899833e-05,4.97033170177e-07,1.94534477487e-05,0.000238660810282,1.75265120106e-06,0.000137476032251,6.69650762575e-05,0.0181041415781
9599,q7fecTqJzF,No_Glitch,7.54571,5.52347e-21,15.8674,697.40756,1.5,1363.31985,0.0,0.0,1132934096.75,H1:GDS-CALIB_STRAIN,0.000877522281371,9.24960331758e-05,0.000110079497972,1.99519254238e-05,0.00452036224306,9.36137985263e-06,4.05991922889e-05,5.49452670384e-05,0.024326145649,0.00358479050919,0.946897983551,0.000260737491772,0.00201945262961,1.07566165752e-05,0.0130012603477,0.000712062115781,0.000245769682806,0.00120130018331,6.74209659337e-05,0.00194698257837
9600,4PwwOGSrTJ,No_Glitch,7.92835,7.90529e-23,317.47073,205.82162,0.44531,273.38935,0.0,0.0,1126530293.09,H1:GDS-CALIB_STRAIN,9.08463425731e-06,9.3821734481e-05,3.81039126296e-06,1.38773827985e-06,1.3425796169e-05,5.70171209802e-07,4.21625463787e-06,5.92245942244e-06,0.0330197438598,2.0149471311e-05,0.946717441082,1.80502900093e-06,0.0155216995627,4.39907034888e-06,4.97326400364e-05,0.00140254024882,1.49846368913e-06,0.00020805974782,2.08459441637e-05,0.00289981882088
9601,3HzAcGk9fA,No_Glitch,7.93466,4.74224e-23,130.67999,130.02571,2.75,6.94628,0.0,0.0,1136962263.47,H1:GDS-CALIB_STRAIN,2.60492583948e-06,6.63658681788e-07,1.44143939451e-07,5.55379244815e-07,7.88257329987e-06,9.79730572226e-08,9.86929421742e-07,0.000149552652147,0.0526345185935,6.29070927971e-05,0.946708142757,5.24893357579e-06,8.81610390024e-07,2.74612297346e-08,2.79682790278e-05,6.07371521255e-06,3.75972081201e-06,2.45983137575e-05,3.63447770724e-06,0.000359770987416
9602,5lmKRlB1GQ,No_Glitch,7.59222,2.42796e-21,37.79681,1526.6366,1.06836,2978.2249,0.0,0.0,1127850996.69,H1:GDS-CALIB_STRAIN,0.000619672355242,2.52451150118e-06,9.60072065936e-06,1.67384769156e-05,0.000212505517993,2.19215849029e-06,1.08782323878e-05,0.000100000979728,0.0229320935905,0.00142866477836,0.946429252625,0.000184004864423,7.73013016442e-05,3.25245537169e-06,0.000916678342037,9.58572127274e-05,1.80174283742e-05,0.0083425687626,0.000255801394815,0.0183423645794
9603,l0gSUvs0ht,No_Glitch,8.1643,6.09816e-23,89.52768,99.79676,0.875,47.82209,0.0,0.0,1130883340.03,H1:GDS-CALIB_STRAIN,6.68123220748e-06,0.000555347651243,1.86131455848e-05,1.18054149425e-05,8.65538004291e-06,7.16694512448e-06,2.13574858208e-05,9.92417626549e-05,0.018164947629,0.000148047023686,0.946222364902,5.39500179002e-05,0.0109330359846,0.000133928537252,7.61928504289e-06,0.00037798518315,3.39756261383e-05,0.013681884855,0.000828075048048,0.00868530198932
9604,igNjOs2Y6G,No_Glitch,7.61084,1.02869e-20,1996.20047,2007.87128,0.01367,123.80295,0.0,0.0,1129794001.35,H1:GDS-CALIB_STRAIN,1.15540899515e-06,2.41484826802e-07,2.0371106757e-07,6.56399436139e-07,1.2469477042e-06,1.04248250921e-07,2.25324333769e-06,0.0002402500686,0.0523923188448,4.58751419501e-05,0.945353269577,3.28824444296e-06,1.11736080726e-05,4.22256363208e-08,3.41353779731e-06,1.08363092295e-05,5.30433624135e-07,5.74851947022e-05,3.21653715218e-05,0.00184348644689
9605,6OBzjR1qFN,No_Glitch,8.23336,4.91822e-20,14.30001,1920.06904,4.09375,3811.67294,0.0,0.0,1130911646.25,H1:GDS-CALIB_STRAIN,3.28806549987e-06,1.07428843421e-06,2.12829650081e-06,2.99158296002e-06,1.43951237987e-05,5.13109739586e-07,7.05793445377e-06,0.000498771725688,0.0476267449558,0.000400864926632,0.945090949535,1.31024853545e-05,1.02041967693e-05,4.86359283514e-07,4.77569883515e-05,0.000129135733005,3.84482746085e-06,0.000195835207705,1.99450369109e-05,0.00593093503267
9606,JKisD936rF,No_Glitch,7.93109,1.39907e-19,10.73747,1396.59609,4.125,2773.85553,0.0,0.0,1135762758.88,H1:GDS-CALIB_STRAIN,0.000145168640302,5.12814540343e-06,5.99825170866e-06,3.06340575662e-06,9.62420381256e-05,9.33709600304e-07,2.30105833907e-05,0.000224365430768,0.0511419735849,0.000578607956413,0.944662928581,6.39643840259e-05,9.47161606746e-05,2.64819618678e-07,0.00234568770975,6.25357715762e-05,1.21597367979e-05,7.81900671427e-05,2.04170737561e-06,0.000453042419394
9607,Zc6g3gHBGG,No_Glitch,8.35823,5.08253e-23,106.13793,80.46118,1.125,61.33415,0.0,0.0,1134801995.91,H1:GDS-CALIB_STRAIN,1.65481048953e-06,1.73594330022e-07,2.48008973358e-07,1.32815546294e-06,4.72611936857e-05,1.00385356916e-07,2.53877374234e-06,9.06426794245e-05,0.0491478331387,0.000482576841023,0.944629728794,5.10120662511e-06,2.38676602748e-06,1.04644001908e-07,0.000131617067382,0.000210387064726,1.18831405871e-06,0.000251623423537,2.41063571593e-05,0.0049693887122
9608,OTlxuF5tBY,No_Glitch,7.90614,6.93734e-23,53.22445,1805.59492,2.0,3507.31146,0.0,0.0,1132399364.06,H1:GDS-CALIB_STRAIN,0.00688357604668,2.04648586077e-05,4.03239937441e-06,1.36210992423e-05,8.25593542686e-06,1.5362936665e-06,2.52342056228e-06,2.65550916083e-05,0.0141729796305,0.00118055730127,0.944586873055,0.000133725610794,0.028375370428,1.46334355122e-06,0.000190688253497,8.74800534802e-05,3.43186002283e-05,0.00372904143296,0.000114212954941,0.000432696862845
9609,TAeKVQP4bw,No_Glitch,7.71861,2.64512e-21,38.98919,527.31303,1.46875,986.86852,0.0,0.0,1129697785.92,H1:GDS-CALIB_STRAIN,0.000151485801325,0.000274334626738,8.50052529131e-05,4.3678075599e-05,0.000207664837944,1.92260795302e-05,0.000114740410936,0.000358663673978,0.0270244926214,0.00100014870986,0.944520533085,0.000961779500358,0.00343327526934,9.63389102253e-05,0.000143176788697,0.000267746188911,0.000193166953977,0.0175402890891,0.00097416585777,0.0025900923647
9610,BNOstXTe27,No_Glitch,7.93492,5.23959e-23,142.95542,3926.03883,0.7666,7751.02294,0.0,0.0,1134466229.02,H1:GDS-CALIB_STRAIN,3.73738402004e-07,2.19067387661e-05,3.15409033647e-06,1.23583595268e-06,1.14821577881e-05,4.65461766908e-07,1.91701951735e-06,1.14338381536e-05,0.00173053552862,0.000487034471007,0.944389104843,7.30597946585e-07,9.25259519136e-05,1.57041304192e-05,8.89019361239e-07,0.0521185062826,3.69152007806e-06,5.0605260185e-05,1.98635661945e-05,0.00103883282281
